question,context,lang,answerable,answer_start,answer,answer_inlang,had_good_te,will_be_pseudo
మొట్టమొదటి తెలుగు చలనచిత్రం పేరేమిటి?,"Telugu cinema, also known by its sobriquet Tollywood, is the segment of Indian cinema dedicated to the production of motion pictures in the Telugu language, based in Film Nagar, a neighborhood of Hyderabad, Telangana. Since 1909, film maker Raghupathi Venkaiah was involved in producing short films and travelling to different regions in Asia to promote film work. In 1921, he produced the first Telugu silent film, ""Bhishma Pratigna"". He is cited as the father of Telugu cinema. Tollywood is second largest Film industry in India .",te,True,417,Bhishma Pratigna,భీష్మా ప్రతీగ్నా,False,True
ఇండియన్ బ్యాంక్ ఎప్పుడు స్థాపించబడింది?,"Indian Bank is an Indian state-owned financial services company established in 1907 and headquartered in Chennai, India. It has 20,924 employees, 2851 branches with 2857 ATMs and 693 cash deposit machines and is one of the top performing public sector banks in India. Total business of the bank has touched Rs.3.64 lakh Crores as on 31 March 2018.Bank's Information Systems & Security processes certified with ISO27001:2013 standard and is among very few Banks certified worldwide. It has overseas branches in Colombo and Singapore including a Foreign Currency Banking Unit at Colombo and Jaffna. It has 227 Overseas Correspondent banks in 75 countries. Since 1969 the Government of India has owned the bank.",te,True,79,1907,1907,False,True
ఆఫ్రికా విస్తీర్ణం ఎంత?,"Africa is the world's second largest and second most-populous continent (behind Asia in both categories). At about 30.3 million km2 (11.7 million square miles) including adjacent islands, it covers 6% of Earth's total surface area and 20% of its land area. With
/1e9 round 1 billion people as of , it accounts for about 16% of the world's human population. The continent is surrounded by the Mediterranean Sea to the north, the Isthmus of Suez and the Red Sea to the northeast, the Indian Ocean to the southeast and the Atlantic Ocean to the west. The continent includes Madagascar and various archipelagos. It contains 54 fully recognised sovereign states (countries), nine territories and two ""de facto"" independent states with limited or no recognition. The majority of the continent and its countries are in the Northern Hemisphere, with a substantial portion and number of countries in the Southern Hemisphere.",te,True,133,11.7 million square miles,11.7 మిలియన్ చదరపు మైళ్ళు,False,True
మానవ శరీరంలోని గ్రంధాలు ఏవి ?,"Endocrine glands are glands of the endocrine system that secrete their products, hormones, directly into the blood rather than through a duct. The major glands of the endocrine system include the pineal gland, pituitary gland, pancreas, ovaries, testes, thyroid gland, parathyroid gland, hypothalamus and adrenal glands. The hypothalamus and pituitary gland are neuroendocrine organs.",te,True,196,"pineal gland, pituitary gland, pancreas, ovaries, testes, thyroid gland, parathyroid gland, hypothalamus and adrenal glands","పిన్నల్ గ్రంథి, హైపోయిటరీ గ్రంథి, ప్యాంక్రియాస్, అండాశయాలు, కణితులు, థైరాయిడ్ గ్రంథి, పారాథైరాయిడ్ గ్రంథి, హైపోథాలమస్ మరియు అద్దెపుత్రా గ్రంథి",False,True
గ్రామీ అవార్డులను ఏ సంవత్సరంలో ప్రారంభించారు?,"The first Grammy Awards ceremony was held on May 4, 1959, to honor and respect the musical accomplishments by performers for the year 1958. Following the 2011 ceremony, the Academy overhauled many Grammy Award categories for 2012.",te,True,52,1959,1959 లో,False,True
ఇండియన్ ప్రీమియర్ లీగ్ ఏ సంవత్సరంలో ప్రారంభమైంది?,"On 13 September 2007, the BCCI announced the launch of a franchise-based Twenty20 cricket competition called Indian Premier League whose first season was slated to start in April 2008, in a ""high-profile ceremony"" in New Delhi. BCCI vice-president Lalit Modi, said to be the mastermind behind the idea of IPL, spelled out the details of the tournament including its format, the prize money, franchise revenue system and squad composition rules. It was also revealed that the IPL would be run by a seven-man governing council composed of former India players and BCCI officials, and that the top two teams of the IPL would qualify for that year's Champions League Twenty20. Modi also clarified that they had been working on the idea for two years and that IPL was not started as a ""knee-jerk reaction"" to the ICL. The league's format was similar to that of the Premier League of England and the NBA in the United States.",te,True,179,2008,2008 సంవత్సరము,False,True
విష్ణు చలనచిత్రం ఏ సంవత్సరంలో విడుదలైంది?,"Vishnu is a 1995 Tamil romantic action comedy film, directed by S. A. Chandrasekhar, starring Vijay, Sanghavi and Jaishankar. The music was composed by Deva. Vijay and his mother Shoba sang the song ""Thotta Betta Rottu Mela"", the biggest hit song in the film. The film was an average hit at the box office. It was later dubbed in Telugu as ""Mr. Hari Krishna"" and in Hindi as ""Jeeta"" (2007).",te,True,12,1995,1995,False,True
1971 బియాండ్ బోర్డర్స్ చిత్ర దర్శకుడు ఎవరు?,"1971: Beyond Borders is a 2017 Indian war drama film written and directed by Major Ravi. It is the fourth instalment in the ""Major Mahadevan"" film series, with Mohanlal reprising his role as Colonel Mahadevan and an additional character of Major Sahadevan. It also features Arunoday Singh and Allu Sirish. The film, set in two time periods is based on the Indo-Pakistani War of 1971 and acts as a prequel as well as a follow-up to the series. Originally made in Malayalam language, the film was dubbed and released in Telugu as ""Yuddha Bhoomi"". Mohanlal's and Sirish's characters were modelled on Hoshiar Singh and Arun Khetarpal, both of whom were awarded the Param Vir Chakra for their roles in the 1971 Indo-Pakistani War.",te,True,77,Major Ravi,మేజర్ రవి,False,True
సప్తగిరి కథానాయకుడిగా నటించిన మొదటి చిత్ర దర్శకుడు ఎవరు?,"Saptagiri Express is a 2016 Indian Telugu-language action comedy film directed by Arun Pawar and produced by Dr. K. Ravi Kirane under Sai Celluloid Cinematic Creations Banner with music composed by Bulganin. The film marks actor and comedian Saptagiri's first hero role. Sapthagiri also wrote the film, which is an adaptation of the Tamil film ""Thirudan Police"", which will have him in the role of a constable.
The film was initially titled ""Katamarayudu,"" which was changed after Pawar and Sapthagiri came to know that Pawan Kalyan was starring in a film by the same name. Filming for ""Saptagiri Express"" concluded around the beginning of October 2016 and has a projected release date of November of the same year. Upon its release, the film received positive reviews and declared as hit at the box office.",te,True,82,Arun Pawar,అరుణ్ పవార్,False,True
శ్రీకాకుళం జిల్లా పరిధిలో ఎన్ని లోక్‌సభ స్థానాలు ఉన్నాయి ?,"There are three Parliamentary Constituencies and 10 assembly constituencies in Srikakulam district. Parliamentary constituencies include Srikakulam, Araku, and Vizianagaram.",te,True,10,three,మూడు,False,True
శ్రీశైలం ఆనకట్టని ఏ సంవత్సరంలో ప్రారంభించారు ?,"The Srisailam project began in 1960, initially as a power project. After several delays, the main dam was finally completed twenty years later in 1980 July 26. In the meantime the project was converted into a multipurpose facility with a generating capacity of by its second stage which was completed in 1987. The dam is to provide water for an estimated . Under the right bank branch canal in Kurnool and Kadapa districts will have assured irrigation. From the initial modest estimate of for a power project the total cost of the multipurpose project was estimated to cross in its enlarged form. The dam has alone cost together with the installation of four generating sets of each. The right bank branch canal is estimated to cost and the initial investment of has been provided by the World Bank. The projected cost-benefit ratio of the project has been worked out at 1:1.91 at 10% interest on capital outlay.. In 1998 a coffer dam was over topped by flooding. The power house required repairs and did not generate power for a year. On 2 October 2009, Srisailam dam experienced a record inflow which threatened the dam.",te,True,146,1980 July 26,1980 జూలై 26,False,True
